Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT
JADE GARDEN,0,9256.203754831584,2100.0,2.2073144876325084,258201,0,1, Tanglin,10,31.0,12.0,1556.0,1563.0,660.0,0.3681026243413176
JADE MANSION,0,5495.0,7693.0,1.4,267833,1,1, Bukit Timah,10,61.0,27.0,1865.0,1865.0,543.0,0.2148798859880419
JADE RESIDENCES,0,8586.0,12020.0,1.4,537016,0,1, Serangoon,19,26.0,171.0,1497.0,1749.0,1058.0,0.5096711188190011
JADESCAPE,0,40074.0,112206.0,2.8,570314,1,0, Bishan,20,21.0,126.0,1976.0,2232.0,1371.0,0.4920093253691653
JALAN BESAR PLAZA,0,2779.0,8336.0,3.0,208511,0,1, Kallang,8,63.0,44.0,973.0,1006.0,289.0,0.4623830535637786
JANSEN 28,0,891.0,1247.0,1.4,548431,0,0, Hougang,19,44.0,3.0,1094.0,1094.0,335.0,0.9070076178730077
JANSEN MANSIONS,0,1542.0,2158.0,1.4,548429,0,0, Hougang,19,53.0,12.0,1264.0,762.0,361.0,0.9535676772116278
JANSEN SPRING,0,1673.0,2342.0,1.4,548461,0,0, Hougang,19,42.0,16.0,751.0,898.0,325.0,0.7840383503962459
JARDIN,0,7491.0,15731.0,2.1,589488,1,1, Bukit Timah,21,31.0,14.0,1799.0,2227.0,1112.0,0.4742341891704782
JAYA TOWER,0,4600.0,7360.0,1.6,259738,0,1, Tanglin,10,64.0,124.71927846674183,2101.0,2125.0,499.0,0.2275217489525973
JC COURT,0,824.0,1153.0,1.4,427878,0,1, Geylang,15,45.0,1.0,984.0,984.0,425.0,0.6823871987058414
JC RESIDENCE,0,501.0,702.0,1.4,428129,0,1, Geylang,15,36.0,12.0,1387.0,1387.0,444.0,0.8466360063321389
JERSEY LODGE,0,2239.0,3134.0,1.4,423491,0,1, Bedok,15,43.0,28.0,1202.0,1213.0,509.0,0.7690695335416342
JERVOIS LODGE,0,9273.0,12983.0,1.4,249015,1,1, Tanglin,10,46.0,18.0,1742.0,1984.0,462.0,0.8701959507484098
JERVOIS MANSION,0,8647.0,12106.0,1.4,249100,0,1, Tanglin,10,39.48150357995227,13.0,2374.0,2916.0,2171.0,0.8414265661660687
JERVOIS MEADOWS,0,1327.0,1857.0,1.4,249063,1,1, Tanglin,10,44.0,14.0,1809.0,1809.0,655.0,0.5925702749219103
JERVOIS PRIVE,0,2481.0,3473.0,2.2073144876325084,249057,0,1, Tanglin,10,39.48150357995227,43.0,2811.0,3000.0,2672.0,0.6166957674657181
JERVOIS REGENCY,0,2964.0,4137.0,1.4,249081,0,1, Tanglin,10,40.0,38.0,1055.0,1774.0,491.0,0.8004626224117717
Jervois Treasures,0,1834.0,2567.0,1.4,249080,0,1, Tanglin,10,39.48150357995227,36.0,2271.0,2433.0,2271.0,0.8297516079349331
JERVOIS VIEW,0,2693.0,3770.0,1.4,249004,0,1, Tanglin,10,61.0,16.0,1737.0,1737.0,302.0,0.9160734129881346
JEWEL OF BALMORAL,0,1489.0,2382.0,1.6,259865,0,1, Tanglin,10,43.0,16.0,2200.0,2200.0,1207.0,0.4924064039460138
JI XIANG COURT,0,1180.0,1652.0,1.4,423816,0,1, Bedok,15,53.0,12.0,1199.0,1199.0,412.0,0.8692172927691546
JIA,0,1590.0,3339.0,2.1,228068,0,1, Rochor,9,32.0,22.0,963.0,1650.0,802.0,0.4451916411895296
JK BUILDING,0,1529.0,21270.96451425247,2.2073144876325084,598578,0,1, Bukit Timah,21,58.0,9.0,1182.0,1182.0,1182.0,0.1776694276912678
JLB RESIDENCES,0,1832.0,2565.0,1.4,509422,0,0, Pasir Ris,17,35.0,36.0,1191.0,1253.0,527.0,1.426954959430258
JOO CHIAT MANSIONS,0,1543.0,2158.0,1.4,427303,0,1, Geylang,15,57.0,24.0,1379.0,1414.0,331.0,0.613037472791645
JOO CHIAT VERBENA,0,1043.0,1461.0,1.4,427955,0,1, Bedok,15,47.0,124.71927846674183,1273.0,1273.0,429.0,0.693039167929536
JOOL SUITES,0,699.0,978.0,1.4,217811,0,1, Kallang,8,30.0,52.0,1585.0,1741.0,1140.0,0.3273859735185503
JUBILEE RESIDENCE,0,1237.0,1732.0,1.4,118695,0,1, Queenstown,5,35.0,19.0,1204.0,1404.0,700.0,1.047515779563384
JUI RESIDENCES,0,2945.0,8247.0,2.8,328231,0,1, Kallang,12,22.0,117.0,1929.0,1966.0,1586.0,0.6540834642876969
JUNIPER AT ARDMORE,0,3003.0,8408.0,2.8,259953,0,1, Newton,10,52.0,35.0,2912.0,2912.0,1989.0,0.6048031102206021
JUNIPER HILL,0,5619.0,9121.0,1.6,259334,0,1, Tanglin,10,21.0,115.0,2901.0,3190.0,2391.0,0.5866195634695603
JUPITER 18,0,1857.0,2507.0,1.35,426608,0,1, Geylang,15,29.0,53.0,1352.0,1755.0,808.0,0.5566623487913027
KALLANG RIVERSIDE,0,2765.0,9678.0,3.5,338986,0,1, Kallang,12,25.0,212.0,2660.0,3000.0,1886.0,0.4742439076747543
KANDIS RESIDENCE,0,7274.0,10184.0,1.4,756967,1,0, Sembawang,27,22.0,13.0,1550.0,1594.0,1163.0,1.698022748619278
KAP RESIDENCES,0,5535.0,16604.0,3.0,598292,0,1, Bukit Timah,21,27.0,142.0,1918.0,2001.0,1264.0,0.5163150685198907
KASTURINA LODGE,0,2016.0,5646.0,2.8,248969,0,1, Tanglin,10,44.0,6.0,1885.0,1885.0,616.0,0.886700804436226
KATONG APARTMENTS,0,2145.0,3004.0,1.4,424965,0,1, Geylang,15,48.0,2.0,1351.0,1375.0,333.0,0.7544336405359631
KATONG GARDENS,0,11299.0,15818.0,1.4,423720,1,1, Marine Parade,15,59.0,8.0,1440.0,1488.0,354.0,1.254133317977285
KATONG REGENCY,0,7488.0,21200.0,2.83,436950,1,1, Geylang,15,28.0,244.0,1894.0,2144.0,1191.0,0.4604594831309733
KELLETT COURT,0,4140.0,5797.0,1.4,288411,1,1, Bukit Timah,11,46.0,43.0,1597.0,1624.0,575.0,0.5739018311923777
KELLOCK LODGE,0,2024.0,5664.0,2.8,248899,0,1, Tanglin,10,46.0,48.0,1745.0,1794.0,534.0,1.012046061947546
KENG LEE COURT,0,2158.0,3001.0,1.39,219249,0,1, Kallang,8,58.0,25.0,1267.0,1320.0,228.0,0.7142159327972064
KENG LEE VIEW,0,1628.0,4557.0,2.8,219268,0,1, Kallang,8,61.0,24.0,1241.0,1241.0,329.0,0.7587937664919172
KENSINGTON PARK CONDOMINIUM,0,45615.0,102497.0,2.07,557320,1,0, Serangoon,19,53.0,124.71927846674183,1448.0,1448.0,988.0,1.76249718081122
KENSINGTON SQUARE,0,9630.0,13482.0,1.4,537846,0,1, Hougang,19,27.0,141.0,1487.0,1582.0,984.0,0.4494634685321185
KENT RESIDENCES,0,277.0,775.0,2.8,219219,0,1, Kallang,8,34.0,13.0,1269.0,1762.0,826.0,0.468243480634676
KENT RIDGE HILL RESIDENCES,0,29659.0,41523.0,1.4,117293,0,0, Queenstown,5,39.48150357995227,548.0,1955.0,2154.0,1423.0,0.5172944869331065
KENTISH COURT,0,3287.0,9203.0,2.8,218816,0,0, Kallang,8,44.0,77.0,1211.0,1211.0,293.0,0.3694331051506031
KENTISH GREEN,0,5494.0,15382.0,2.8,218815,0,0, Kallang,8,44.0,122.0,1120.0,1208.0,372.0,0.4476410195915045
KENTISH LODGE,0,3141.0,9397.0,2.99,218814,0,0, Kallang,8,45.0,75.0,1182.0,1293.0,368.0,0.4113608392548264
KENTVIEW PARK,0,4726.0,6616.0,1.4,118892,1,1, Queenstown,5,49.0,48.0,1106.0,1197.0,429.0,0.4387787061875558
KERRISDALE,0,16986.0,59451.0,3.5,207852,1,0, Kallang,8,38.0,481.0,1333.0,1431.0,398.0,0.3959514555311651
KEW GREEN,0,21343.0,21270.96451425247,2.2073144876325084,466105,1,0, Bedok,16,46.0,111.0,857.0,896.0,221.0,1.06216162053409
KHEAM HOCK GARDENS,0,3525.0,21270.96451425247,2.2073144876325084,298808,1,1, Novena,11,55.0,19.0,1473.0,1517.0,503.0,0.9465264045447721
Ki Residences at Brookvale,0,34727.0,60990.0,1.6,599973,1,0, Clementi,21,39.48150357995227,66.0,2051.0,2302.0,1594.0,1.459756118506214
KILAT 19,0,1408.0,21270.96451425247,2.2073144876325084,598120,0,1, Bukit Timah,21,57.0,12.0,1146.0,1146.0,203.0,0.243414167110025
KILAT CENTRE,0,1034.0,21270.96451425247,2.2073144876325084,598132,0,1, Bukit Timah,21,54.0,8.0,1361.0,1361.0,322.0,0.3837751692864407
KILAT COURT,0,1815.0,21270.96451425247,2.2073144876325084,598139,0,1, Bukit Timah,21,46.0,18.0,971.0,991.0,313.0,0.1809125200252754
KILLINEY 118,0,713.0,191.0,0.27,239555,0,1, River Valley,9,30.0,3.0,2002.0,2400.0,1749.0,0.2654354458016145
KIM KEAT GARDENS,0,1161.0,3261.0,2.81,328847,0,0, Novena,12,40.0,24.0,935.0,948.0,259.0,1.041200832783597
KIM KEAT HOUSE,0,1343.0,4029.0,3.0,328827,0,1, Novena,12,44.0,27.0,1005.0,1034.0,310.0,1.080667016245666
KIM KEAT LODGE,0,956.0,2678.0,2.8,328843,0,1, Novena,12,43.0,18.0,1234.0,1234.0,410.0,1.048345408541518
KIM SIA COURT,0,7830.0,21925.0,2.8,229001,0,1, Newton,9,39.48150357995227,172.0,2068.0,2111.0,352.0,0.2835261573962293
KINGS APARTMENTS,0,2014.0,2917.0,1.45,425604,0,1, Bedok,15,49.0,24.0,1111.0,1111.0,392.0,1.006062934657917
KINGSFORD WATERBAY,0,27292.0,200456.0,7.34,533876,1,0, Hougang,19,25.0,1165.0,1330.0,1476.0,850.0,0.90379534589284
KINGSGROVE,0,3965.0,5551.0,1.4,569979,1,1, Serangoon,20,51.0,32.0,1200.0,1200.0,379.0,0.7426763263964973
KINGSLEY MANSIONS,0,1333.0,3733.0,2.8,329599,0,1, Novena,12,56.0,18.0,1314.0,1314.0,368.0,0.6595589432793885
KISMIS COURT,0,4757.0,6660.0,1.4,596484,1,0, Bukit Timah,21,58.0,26.0,625.0,657.0,202.0,0.6981429220347917
KLIMT CAIRNHILL,0,4004.0,14547.0,2.8,229725,0,1, Newton,9,39.48150357995227,138.0,3691.0,5309.0,3212.0,0.4250895495147782
KNOX VIEW,0,774.0,1084.0,1.4,425307,0,1, Bedok,15,40.0,8.0,1307.0,1351.0,408.0,1.200959621109619
Kopar at Newton,0,11643.0,32601.0,2.2073144876325084,228605,0,0, Novena,9,39.48150357995227,378.0,2534.0,2841.0,2083.0,0.3424895078142248
KOVAN 81,0,2276.0,3184.0,1.4,548173,0,0, Hougang,19,42.0,29.0,1198.0,1198.0,384.0,0.8311249458472666
KOVAN APARTMENTS,0,1969.0,2755.0,1.4,548102,0,1, Hougang,19,49.0,16.0,979.0,979.0,421.0,0.6897782428258821
KOVAN CREST,0,1803.0,2524.0,1.4,548130,0,1, Hougang,19,44.0,2.0,1046.0,1046.0,403.0,0.4534357608483741
KOVAN ESQUIRE,0,1846.0,2576.0,1.4,548132,0,1, Hougang,19,45.0,23.0,1095.0,1095.0,398.0,0.4861746391398168
KOVAN GRANDEUR,0,2662.0,3727.0,1.4,535193,0,0, Hougang,19,32.0,74.0,1320.0,1612.0,765.0,0.7719316797390158
KOVAN MELODY,0,25272.0,88451.0,3.5,545018,1,0, Hougang,19,37.0,778.0,1344.0,1449.0,449.0,0.2723272992327982
KOVAN REGENCY,0,16994.0,35688.0,2.1,544714,1,0, Hougang,19,28.0,393.0,1584.0,1761.0,1041.0,0.406431872871873
KOVAN RESIDENCES,0,17634.0,61719.0,3.5,544894,1,0, Hougang,19,32.0,521.0,1468.0,1622.0,539.0,0.1216135805839727
KOVANA,0,1456.0,2038.0,1.4,548136,0,1, Hougang,19,36.0,18.0,1000.0,1204.0,684.0,0.558405357980615
KUM HING COURT,0,8914.0,24958.0,2.8,247854,0,1, Orchard,9,39.48150357995227,112.0,2615.0,2615.0,554.0,0.7005429110538819
LA CRYSTAL,0,3351.0,9370.0,2.8,239568,0,1, River Valley,9,47.0,85.0,2061.0,2074.0,593.0,0.5155520004849531
LA DOLCE VITA,0,3693.0,2708.0,0.73,534954,0,1, Serangoon,19,31.0,41.0,1267.0,1349.0,562.0,0.3781240429937576
LA FIESTA,0,22498.0,67493.0,3.0,544699,1,0, Sengkang,19,27.0,81.0,1390.0,1672.0,945.0,0.29985216880651
LA MAISON,0,1192.0,3340.0,2.8,308125,0,1, Novena,11,44.0,24.0,1759.0,1843.0,597.0,0.3702144203939883
LA MARIPOSA,0,9256.203754831584,1643.0,1.4,424970,0,1, Geylang,15,39.48150357995227,17.0,1944.0,1976.0,1699.0,0.8019550307318184
LA MEYER,0,4704.0,6585.0,1.4,437894,1,1, Marine Parade,15,49.0,3.0,1538.0,1538.0,481.0,1.195849831909821
LA NOUVELLE,0,670.0,932.0,1.39,307811,0,1, Novena,11,40.0,9.0,1389.0,1389.0,427.0,0.4426352722058729
LA SUISSE,0,15463.0,21648.0,1.4,288007,1,0, Bukit Timah,11,50.0,154.0,1459.0,1582.0,382.0,1.370558138303421
LAGOON VIEW,0,49733.0,139316.0,2.8,449291,0,0, Bedok,15,39.48150357995227,48.0,1139.0,1184.0,225.0,1.626214983808807
LAGUNA 88,0,9356.0,13106.0,1.4,486355,1,0, Bedok,16,43.0,88.0,1018.0,1075.0,318.0,1.453213303767691
LAGUNA GREEN,0,10888.0,15540.0,1.43,468726,1,0, Bedok,16,45.0,121.0,1344.0,1388.0,382.0,1.344991360675835
LAGUNA PARK,0,62197.0,139316.0,2.24,449284,0,0, Bedok,15,65.0,516.0,1160.0,1375.0,190.0,1.657199437620948
LAKE GRANDE,0,18705.0,52375.0,2.8,648130,1,0, Jurong West,22,24.0,71.0,1632.0,1810.0,1173.0,0.3993062632881176
LAKEHOLMZ,0,17000.0,50999.0,3.0,649819,1,0, Jurong West,22,38.0,369.0,1130.0,1195.0,298.0,0.5788526048669644
LAKEPOINT CONDOMINIUM,0,52238.0,73132.0,1.4,648923,1,0, Jurong West,22,39.48150357995227,34.0,857.0,973.0,164.0,0.6279688479493222
LAKESIDE APARTMENTS,0,12465.0,26177.0,2.1,618647,0,0, Jurong East,22,39.48150357995227,12.0,1504.0,805.0,165.0,1.064834690854355
LAKESIDE TOWER,0,14231.0,29885.0,2.1,618649,0,0, Jurong East,22,39.48150357995227,144.0,732.0,732.0,122.0,0.924714775498485
LAKEVIEW ESTATE,0,22504.0,47437.0,2.11,574327,1,0, Bishan,20,66.0,24.0,1017.0,1115.0,170.0,0.4492743317386268
LAKEVILLE,0,22485.0,62958.0,2.8,648155,1,0, Jurong West,22,26.0,696.0,1539.0,1843.0,1086.0,0.5069145486889566
LANDBAY CONDOMINIUM,0,10437.0,14612.0,1.4,468698,1,1, Bedok,16,47.0,122.0,1666.0,1703.0,557.0,1.323080584597965
LANDRIDGE CONDOMINIUM,0,10761.0,15067.0,1.4,118572,1,1, Queenstown,5,50.0,72.0,1244.0,1318.0,395.0,0.5758672093189106
LANGSTON VILLE,0,943.0,2640.0,2.8,239328,0,0, River Valley,9,43.0,54.0,1848.0,1901.0,470.0,0.593286496006879
LATITUDE,0,11625.0,24411.0,2.1,249206,1,1, Tanglin,10,33.0,127.0,2699.0,2835.0,1640.0,0.974548013459866
LATTICE ONE,0,2236.0,3131.0,1.4,575811,1,1, Ang Mo Kio,20,39.48150357995227,48.0,1904.0,1946.0,1560.0,0.9659838549340366
LAUREL TREE,0,1647.0,3162.0,1.92,669267,0,1, Bukit Batok,23,22.0,7.0,1521.0,1573.0,880.0,0.9572748781061471
LE CONNEY PARK,0,5161.0,7225.0,1.4,425525,0,1, Bedok,15,52.0,44.0,1104.0,1283.0,382.0,0.9875452940438922
LE GAMBIR,0,1283.0,1796.0,1.4,536613,0,1, Serangoon,19,54.0,8.0,1072.0,1072.0,453.0,0.5359175854602998
LE HILL CONDOMINIUM,0,7899.0,11059.0,1.4,118894,1,1, Queenstown,5,44.0,97.0,1354.0,1461.0,354.0,0.3939180186972516
LE LOYANG,0,2614.0,3661.0,1.4,509371,0,0, Pasir Ris,17,49.0,24.0,929.0,929.0,298.0,0.9830368225473494
LE M RESIDENCE,0,802.0,1122.0,1.4,425286,0,1, Bedok,15,38.0,12.0,1159.0,1159.0,418.0,1.260337220980204
LE MERRITT,0,1301.0,1821.0,1.4,425365,0,1, Bedok,15,36.0,23.0,1435.0,1553.0,531.0,1.134081510475549
LE NOUVEL ARDMORE,0,5624.0,15748.0,2.8,259945,1,1, Newton,10,29.0,43.0,5800.0,5800.0,3757.0,0.8629944294108859
LE QUEST,0,15915.0,47746.0,3.0,657977,0,0, Bukit Batok,23,23.0,516.0,1557.0,1651.0,1143.0,1.195662541865277
LE SHANTIER,0,2591.0,7254.0,2.8,328106,0,1, Novena,12,46.0,32.0,1118.0,1154.0,296.0,0.674306190691954
LE SOMME,0,139.0,418.0,3.0,207876,0,1, Kallang,8,29.0,25.0,1656.0,1656.0,1012.0,0.4982109253934615
LE WILKIE,0,2133.0,4480.0,2.1,228070,0,1, Rochor,9,47.0,41.0,1427.0,1460.0,564.0,0.4805826165491855
LE WOOD,0,3932.0,7471.0,1.9,589318,1,0, Bukit Panjang,21,43.0,58.0,1146.0,1177.0,339.0,0.652889796451819
LEEDON 2,0,3615.0,5061.0,1.4,267829,1,1, Bukit Timah,10,47.0,72.0,2028.0,2028.0,269.0,0.1493140370443896
Leedon Green,0,29423.0,47069.0,1.6,266075,1,1, Bukit Timah,10,39.48150357995227,638.0,2849.0,3387.0,2318.0,0.7839996234263259
LEEDON RESIDENCE,0,44226.0,70761.0,1.6,266214,1,1, Bukit Timah,10,28.0,381.0,2638.0,2776.0,1413.0,0.5743657341912257
LEGENDA AT JOO CHIAT,0,8358.0,11693.0,1.4,428096,1,0, Geylang,15,39.0,1.0,1270.0,1347.0,336.0,0.8041362022475763
LEICESTER LODGE,0,1231.0,2585.0,2.1,358843,0,1, Toa Payoh,13,40.0,16.0,1161.0,1161.0,502.0,0.287690015255843
LEICESTER SUITES,0,1064.0,2234.0,2.1,358844,0,1, Toa Payoh,13,30.0,47.0,1731.0,1817.0,993.0,0.2436102214267702
LEIGHWOODS,0,2797.0,5875.0,2.1,276956,1,1, Bukit Timah,10,58.0,23.0,1705.0,1705.0,437.0,0.4315859811440387
LEITH GROVE,0,878.0,1236.0,1.41,547933,0,1, Hougang,19,36.0,16.0,1038.0,1168.0,395.0,1.268618988323321
Lentor Modern,0,17280.0,60480.0,2.2073144876325084,788888,0,0, Ang Mo Kio,26,39.48150357995227,65.0,2124.0,2513.0,1837.0,0.2241423158311746
LEONIE GARDENS,0,19000.0,62320.0,2.8,239224,1,0, River Valley,9,50.0,138.0,1769.0,2212.0,433.0,0.6228364234762319
LEONIE HILL RESIDENCES,0,19000.0,62320.0,2.8,239191,0,1, River Valley,9,38.0,8.0,2246.0,2340.0,950.0,0.7278188253798669
LEONIE PARC VIEW,0,3142.0,8789.0,2.8,239195,0,1, River Valley,9,34.0,44.0,2402.0,3489.0,1915.0,0.552868238750968
LEONIE SUITES,0,2555.0,7155.0,2.8,239223,0,0, River Valley,9,37.0,97.0,1770.0,2177.0,697.0,0.5820762791250776
LEONIE TOWERS,0,12787.0,35803.0,2.8,239222,0,1, River Valley,9,67.0,92.0,1930.0,1938.0,374.0,0.6615892497656016
LES MAISONS NASSIM,0,5753.0,8054.0,1.4,257470,1,1, Tanglin,10,39.48150357995227,14.0,5674.0,6210.0,4953.0,1.03907445227035
LEVILLE ISUITES,0,2154.0,3015.0,1.4,429621,0,1, Marine Parade,15,28.0,42.0,1434.0,1727.0,1072.0,1.519350883661902
LIANG SEAH COURT,0,409.0,1720.0,4.2,189029,0,0, Downtown Core,7,46.0,1.0,1806.0,1806.0,703.0,0.294601175796003
LIBERTE,0,1711.0,2737.0,1.6,258125,0,1, Newton,10,28.0,46.0,2327.0,2696.0,1935.0,0.2227968500250326
LIEN TOWERS,0,3126.0,4377.0,1.4,249476,0,1, Tanglin,10,39.48150357995227,24.0,1657.0,1882.0,406.0,0.8909277263092473
LIGHTHOUSE,0,5337.0,7472.0,1.4,509408,1,0, Pasir Ris,17,39.0,51.0,879.0,971.0,344.0,1.245721100510916
LIIV RESIDENCES,0,1200.0,1680.0,1.4,117368,0,1, Queenstown,5,25.0,23.0,1766.0,1893.0,1097.0,0.8792158601051242
LIMAU PARK,0,3719.0,21270.96451425247,2.2073144876325084,468493,1,1, Bedok,16,52.0,32.0,1098.0,1098.0,362.0,0.5682019250950774
LINCOLN SUITES,0,5573.0,15604.0,2.8,308380,1,1, Novena,11,29.0,175.0,2275.0,2948.0,1388.0,0.3895702759381989
LIV ON SOPHIA,0,1564.0,3276.0,2.09,229977,0,1, Rochor,9,27.0,64.0,2044.0,2552.0,1888.0,0.3358967331536296
LIV ON WILKIE,0,843.0,1770.0,2.1,228025,0,1, Rochor,9,26.0,81.0,2158.0,2597.0,1965.0,0.416793866655522
LIVIA,0,35878.0,75344.0,2.1,518205,1,0, Pasir Ris,18,32.0,724.0,1094.0,1202.0,497.0,0.7569533304774956
LIVINGSTON MANSIONS,0,1535.0,2149.0,1.4,425571,0,1, Bedok,15,41.0,16.0,1208.0,1208.0,474.0,0.9272146103680114
LLOYD COURT,0,2106.0,2948.0,1.4,239107,1,1, River Valley,9,39.48150357995227,25.0,1780.0,1780.0,482.0,0.3026932859923501
LLOYD SIXTYFIVE,0,3313.0,9278.0,2.8,239114,0,1, River Valley,9,27.0,76.0,3802.0,3802.0,1571.0,0.3324898773553981
LOYANG GARDENS,0,4520.0,6328.0,1.4,509373,1,0, Pasir Ris,17,49.0,36.0,794.0,871.0,345.0,0.9872114987819839
LOYANG TOWNHOUSES,0,4450.0,6233.0,1.4,509468,1,0, Pasir Ris,17,50.0,2.0,1032.0,1032.0,361.0,1.818371310629021
LOYANG VALLEY,0,79212.0,113470.0,1.43,509058,1,0, Pasir Ris,17,58.0,362.0,916.0,949.0,215.0,2.1901780634219
LUCIDA,0,1453.0,4067.0,2.8,307780,0,1, Novena,11,32.0,62.0,1522.0,1906.0,1099.0,0.6534954274137992
LUCKY COURT,0,2324.0,21270.96451425247,2.2073144876325084,467623,1,1, Bedok,16,39.48150357995227,15.0,1107.0,1107.0,330.0,1.138176840080628
LUCKY PLAZA,0,9064.0,21270.96451425247,2.2073144876325084,238863,0,1, Orchard,9,62.0,88.0,2115.0,2356.0,468.0,0.2032755883519221
LUMA,0,1939.0,5430.0,2.8,238403,0,1, River Valley,9,32.0,75.0,1874.0,3349.0,1509.0,0.6292191008218073
LUMIERE,0,1238.0,10401.0,8.4,79624,0,0, Downtown Core,2,33.0,168.0,1705.0,2200.0,1285.0,0.7190341354331551
LUSH ON HOLLAND HILL,0,4920.0,7872.0,1.6,278737,1,1, Bukit Timah,10,31.0,56.0,1890.0,1890.0,1150.0,0.5780788567156325
LUTHERAN TOWERS,0,6707.0,14280.0,2.13,266621,0,0, Bukit Timah,10,39.48150357995227,124.71927846674183,1049.0,1062.0,219.0,0.2758307464419595
LUXE VILLE,0,3886.0,5441.0,1.4,118668,0,1, Queenstown,5,31.0,5.0,1319.0,1336.0,619.0,0.9263743676417682
M21,0,2354.0,6591.0,2.8,308208,0,1, Novena,11,33.0,61.0,1649.0,1895.0,1230.0,0.6088128395672953
M5,0,751.0,2103.0,2.8,249185,0,1, Tanglin,10,25.0,33.0,2356.0,2452.0,1910.0,0.9980326870146009
M66,0,3023.0,4232.0,1.4,328489,0,1, Kallang,12,29.0,7.0,1344.0,1398.0,938.0,0.560664776645977
MABELLE,0,1791.0,2507.0,1.4,425303,0,1, Bedok,15,34.0,32.0,1505.0,1510.0,730.0,1.223055335551549
MACKENZIE 138,0,929.0,1950.0,2.1,228719,0,1, Rochor,9,37.0,35.0,1549.0,1695.0,664.0,0.2929225956897621
MACKENZIE 88,0,65.0,136.0,2.1,228697,0,1, Rochor,9,34.0,55.0,1630.0,1775.0,1114.0,0.2213664763673152
MACKENZIE REGENCY,0,516.0,1499.0,4.2,228678,0,1, Rochor,9,36.0,19.0,1565.0,1565.0,821.0,0.2516899735318009
MADEIRA COURT,0,1147.0,1605.0,1.4,425408,0,1, Bedok,15,48.0,12.0,1450.0,1495.0,460.0,1.260867754204901
MADISON RESIDENCES,0,4573.0,9603.0,2.1,259724,1,1, Tanglin,10,31.0,56.0,2317.0,2321.0,1567.0,0.470812583001372
MALVERN SPRINGS,0,5770.0,8078.0,1.4,424775,1,1, Marine Parade,15,39.0,75.0,1344.0,1725.0,362.0,1.547755240155689
MANDALAY MANSION,0,1536.0,4300.0,2.8,308166,0,1, Novena,11,39.48150357995227,25.0,1173.0,1173.0,255.0,0.7138798017692995
MANDALAY TOWERS,0,3979.0,11141.0,2.8,308215,0,1, Novena,11,69.0,56.0,1276.0,1276.0,283.0,0.6821134780197129
MANDALE HEIGHTS,0,3548.0,9935.0,2.8,308225,0,1, Novena,11,39.0,96.0,1537.0,1589.0,438.0,0.7851666575413915
MANDARIN GARDENS,0,100235.0,280657.0,2.8,448906,1,0, Bedok,15,57.0,124.71927846674183,1232.0,1399.0,223.0,1.978196284986724
MANDARIN PARK,0,205.0,21270.96451425247,2.2073144876325084,596385,0,0, Bukit Timah,21,59.0,124.71927846674183,1218.0,1218.0,279.0,0.5796296167460958
MANHATTAN MANSIONS,0,3337.0,7007.0,2.1,249580,0,1, River Valley,10,49.0,29.0,1741.0,1949.0,680.0,0.6261996711544119
MARGARET VILLE,0,4827.0,22205.0,4.6,149312,0,0, Queenstown,3,22.0,39.0,2020.0,2181.0,1595.0,0.596700898510669
MARGATE POINT,0,1187.0,2492.0,2.1,438042,0,1, Marine Parade,15,45.0,15.0,1390.0,1390.0,484.0,0.9502493102904087
MARINA BAY RESIDENCES,0,5254.0,59600.0,11.34,18980,1,0, Downtown Core,1,33.0,428.0,2259.0,4368.0,1407.0,0.7190341354331551
MARINA BAY SUITES,0,5290.0,47800.0,9.04,18965,1,0, Downtown Core,1,30.0,221.0,1912.0,3409.0,1746.0,0.2954542962973582
MARINA COLLECTION,0,22223.0,28500.0,1.28,98327,1,0, Southern Islands,4,32.0,124.0,1745.0,2917.0,1373.0,0.7190341354331551
MARINA ONE RESIDENCES,0,45901.0,21270.96451425247,2.2073144876325084,18978,1,0, Downtown Core,1,26.0,142.0,2488.0,3490.0,1943.0,0.7190341354331551
MARINE BLUE,0,4755.0,9994.0,2.1,449309,1,1, Marine Parade,15,27.0,124.0,2065.0,2389.0,1026.0,1.778938550039778
MARINE MEADOWS,0,3277.0,4590.0,1.4,449528,0,1, Marine Parade,15,54.0,25.0,1302.0,1302.0,568.0,1.73531251060828
MARINE VIEW MANSIONS,0,3622.0,7612.0,2.1,449273,1,1, Marine Parade,15,55.0,28.0,1780.0,1780.0,462.0,1.79583162774102
MARINE VILLE,0,1479.0,2071.0,1.4,449527,0,1, Marine Parade,15,39.0,2.0,1519.0,1519.0,568.0,1.767151617148613
MARSHALL LODGE,0,1399.0,1959.0,1.4,424886,0,1, Marine Parade,15,48.0,12.0,1239.0,1239.0,400.0,1.405820399601371
MARTIA 8,0,1378.0,1929.0,1.4,424795,0,1, Bedok,15,41.0,16.0,1343.0,1343.0,568.0,1.558675233521261
MARTIA RESIDENCE,0,1342.0,1878.0,1.4,424794,0,1, Bedok,15,37.0,2.0,1238.0,1433.0,388.0,1.527751797178576
MARTIN EDGE,0,211.0,591.0,2.8,239071,0,1, River Valley,9,37.0,9.0,1388.0,1715.0,715.0,0.7537765206668446
